Anime Title,entry_id,entry_type,english_name,japanese_name,tmdb_id,anilist_id,Avg. Words/Episode,Unique Words,Kanji Difficulty (1-100),Vocab Difficulty (1-100),Overall Difficulty (1-100),Vocab Density (%),poster_url,episodes,status,genres,start_year,average_score,anilist_img_filename,anilist_status,tmdb_img_filename
Mori no Ishimatsu Oni Yori Kowai,6771.0,drama_movie,Scarier than the Devil,森の石松鬼より恐い,movie:545502,,1806,579,29.3,26.7,28.0,8.19,https://image.tmdb.org/t/p/w500/74SOWT4VfcezmBt5VBl8rVMkyzw.jpg,1.0,FINISHED,Comedy,1960.0,70.0,,not_anilist,
Vampire Hunter D (2000),9558.0,anime_movie,Vampire Hunter D: Bloodlust,バンパイアハンターD,,543.0,1071,583,29.1,22.3,25.7,6.91,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx543-MAeWIDl4TwuG.png,1.0,FINISHED,"Action, Adventure, Drama, Fantasy, Horror, Romance, Sci-Fi",2000.0,78.0,bx543-MAeWIDl4TwuG.png,downloaded,
Hagane no Renkinjutsushi. Kanketsu-hen. Saigo no Rensei,8336.0,drama_movie,Fullmetal Alchemist: The Final Alchemy,鋼の錬金術師 完結編 最後の錬成,movie:960704,,1758,809,29.7,22.4,26.1,6.94,https://image.tmdb.org/t/p/w500/AeyiuQUUs78bPkz18FY3AzNFF8b.jpg,1.0,FINISHED,"Action, Adventure, Fantasy",2022.0,,,not_anilist,
Shinsengumi!! Hijikata Toshizou Saigo no Ichinichi,7278.0,drama_movie,,新選組!! 土方歳三 最期の一日,movie:1045661,,1922,787,33.3,29.9,31.6,9.11,https://image.tmdb.org/t/p/w500/yTO0thMVj9aJRo9zldNcQYRK3Es.jpg,1.0,FINISHED,"Drama, History, TV Movie",2006.0,70.0,,not_anilist,
Heitai Yakuza. Datsugoku,6795.0,drama_movie,The Front Line Showdown,兵隊やくざ 脱獄,movie:633119,,1521,644,41.8,30.0,35.9,9.14,https://image.tmdb.org/t/p/w500/d8SXAkFZvhjIpuJMJOXh1CLidBH.jpg,1.0,FINISHED,,1966.0,,,not_anilist,
Touken Ranbu Kai. Kyoden Moyuru Honnouji,9088.0,anime_tv,TOUKEN RANBU KAI KYODEN,刀剣乱舞 廻 -虚伝 燃ゆる本能寺-,,150085.0,443,1125,26.4,30.3,28.3,9.22,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx150085-CBTMBvROhxmY.png,8.0,FINISHED,"Action, Fantasy",2024.0,54.0,bx150085-CBTMBvROhxmY.png,downloaded,
Nanatsu no Taizai. Funnu no Shinpan,248.0,anime_tv,The Seven Deadly Sins: Dragon's Judgement,七つの大罪 憤怒の審判,,116752.0,441,2557,34.0,20.2,27.1,6.29,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx116752-yIJuKp88adqt.jpg,24.0,FINISHED,"Action, Adventure, Comedy, Ecchi, Fantasy, Supernatural",2021.0,65.0,bx116752-yIJuKp88adqt.jpg,downloaded,
Bayonetta. Bloody Fate,,,,,,,1384,664,35.5,24.4,30.0,7.51,,,,,,,,not_anilist,
Deguchi no Nai Umi,9255.0,drama_movie,Sea Without Exit,出口のない海,movie:120809,,917,854,44.6,33.2,38.9,10.09,https://image.tmdb.org/t/p/w500/rsgAG71ISLlGs3noAWOupr6iPJE.jpg,1.0,FINISHED,War,2006.0,,,not_anilist,
Monty Python and the Holy Grail,4365.0,drama_movie,Monty Python and the Holy Grail,モンティ・パイソン・アンド・ホーリー・グレイル,movie:762,,1521,794,28.9,30.0,29.4,9.14,https://image.tmdb.org/t/p/w500/7nTkHjETdGMYK1phHwDbPsrzbYl.jpg,1.0,FINISHED,"Adventure, Comedy, Fantasy",1975.0,,,not_anilist,
Jikuu Tantei Oyu Oedo Kagaku Sousa,4865.0,drama_tv,Space-Time Detective Oyu Oedo Scientific Investigator,時空探偵おゆう 大江戸科学捜査,tv:153608,,1676,1017,30.4,30.4,30.4,9.25,https://image.tmdb.org/t/p/w500/zxvOcCequTDefI8kRrGjyhfBSS9.jpg,8.0,FINISHED,"Drama, Sci-Fi & Fantasy",2019.0,,,not_anilist,
Aldnoah.Zero 2,5722.0,anime_tv,ALDNOAH.ZERO Season 2,アルドノア・ゼロ 2,,20853.0,549,2189,47.6,21.3,34.4,6.61,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20853-q12T6ELsEyi3.jpg,12.0,FINISHED,"Action, Mecha, Sci-Fi",2015.0,65.0,bx20853-q12T6ELsEyi3.jpg,downloaded,
Youjo Senki,949.0,anime_tv,Saga of Tanya the Evil,幼女戦記,,21613.0,710,2946,69.0,28.8,48.9,8.79,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21613-qT3NiwYP5dYc.png,12.0,FINISHED,"Action, Fantasy",2017.0,77.0,bx21613-qT3NiwYP5dYc.png,downloaded,
Kizumonogatari II. Nekketsu-hen,5716.0,anime_movie,Kizumonogatari Part 2: Nekketsu,傷物語〈Ⅱ熱血篇〉,,21399.0,1118,491,40.4,30.0,35.2,9.15,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21399-VTAdAqc8u5AE.png,1.0,FINISHED,"Action, Drama, Ecchi, Mystery, Psychological, Supernatural",2016.0,85.0,bx21399-VTAdAqc8u5AE.png,downloaded,
Hissatsu 3. Ura ka omote ka,10533.0,drama_movie,Sure Death! 3,必殺！Ⅲ裏か表か,movie:454559,,1733,761,31.0,30.3,30.6,9.23,https://image.tmdb.org/t/p/w500/fQAlPy7JXhILIOlwlOo0bnqxMFR.jpg,1.0,FINISHED,"Action, Drama",1986.0,50.0,,not_anilist,
Senketsu no Kiroku,7062.0,drama_movie,Records of Bloodshed,鮮血の記録,movie:1145257,,1367,677,41.2,29.0,35.1,8.85,https://image.tmdb.org/t/p/w500/2Tw6Q4FQzaLDudPgjVMVlXrij93.jpg,1.0,FINISHED,"Action, Crime",1970.0,,,not_anilist,
Yojouhan Shinwa Taikei,1330.0,anime_tv,The Tatami Galaxy,四畳半神話大系,,7785.0,782,3222,39.7,29.2,34.4,8.9,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx7785-aTjIhsYva8cJ.jpg,11.0,FINISHED,"Comedy, Mystery, Psychological, Romance",2010.0,84.0,bx7785-aTjIhsYva8cJ.jpg,downloaded,
Yoshida Rui Hokkaido Burari Machi Meguri,5715.0,drama_tv,,吉田類北海道ぶらり街めぐり,tv:224692,,716,375,42.3,25.5,33.9,7.82,https://image.tmdb.org/t/p/w500/wrlMIUHxp7hbsjSwqlRRJadftOT.jpg,66.0,RELEASING,Documentary,2014.0,,,not_anilist,
Hiyameshi to Osan to Chan,7253.0,drama_movie,"Cold Rice, Osan, Chan",冷飯とおさんとちゃん,movie:360461,,3700,1101,34.5,30.3,32.4,9.22,https://image.tmdb.org/t/p/w500/3csLZTfxUg1YGOnbidsVAizp1g4.jpg,1.0,FINISHED,Drama,1965.0,,,not_anilist,
Donten ni Warau,8906.0,drama_movie,Laughing Under the Clouds,曇天に笑う,movie:438526,,914,476,25.6,32.4,29.0,9.85,https://image.tmdb.org/t/p/w500/xr9Hwu9zoeNArPxZZsGs6G4cwlI.jpg,1.0,FINISHED,"Action, Drama, Adventure",2018.0,,,not_anilist,
Dragon Ball Z. Ora no Gohan wo Kaese!!,3436.0,anime_movie,Dragon Ball Z: Dead Zone,ドラゴンボールZ オラの悟飯をかえせッ!!,,894.0,450,305,19.8,22.8,21.3,7.03,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/894-9eA7z7CyNMms.jpg,1.0,FINISHED,"Action, Adventure, Sci-Fi",1989.0,62.0,894-9eA7z7CyNMms.jpg,downloaded,
Abe Sada. Saigo no Nanokakan,8974.0,drama_movie,Abe Sada: The Last Seven Days,阿部定 ～最後の七日間～,movie:365049,,909,464,25.9,28.8,27.4,8.8,https://image.tmdb.org/t/p/w500/VCiiM2q97bDYtlBikGnQQngi7R.jpg,1.0,FINISHED,"Drama, Romance, Crime",2011.0,,,not_anilist,
Truck Yarou. Furusato Tokkyuubin,9022.0,drama_movie,"Run Truck Rascal, Run!",トラック野郎　故郷特急便,movie:438061,,1578,672,28.8,29.3,29.0,8.94,https://image.tmdb.org/t/p/w500/xpubKhbbW6HvKC4eRoe1tvnd0MF.jpg,1.0,FINISHED,"Action, Comedy, Romance",1979.0,,,not_anilist,
Gokurakuto monogatari,10561.0,drama_movie,The Paradise Island Story,極楽島物語,movie:707316,,1056,497,31.1,31.4,31.3,9.56,https://image.tmdb.org/t/p/w500/ncwFppJpfOCEjZw352UFyF8GlrZ.jpg,1.0,FINISHED,"Comedy, Music",1957.0,,,not_anilist,
Noroigashishi. Shioko Tanjou,9346.0,drama_movie,The Divine Protector: Master Salt Begins,呪い返し師―塩子誕生,movie:1022197,,2668,955,38.5,30.0,34.3,9.15,https://image.tmdb.org/t/p/w500/aueIeXmt7075jgZilIDkc6Y8vke.jpg,1.0,FINISHED,"Horror, Drama",2022.0,,,not_anilist,
Abe Sada The Last Seven Days,,,,,,,909,464,25.9,28.8,27.4,8.8,,,,,,,,not_anilist,
Ghost Sweeper Mikami,,,,,,,466,4177,28.8,28.5,28.7,8.71,,,,,,,,not_anilist,
Ikkyu-san,5023.0,drama_movie,,一休さん,movie:565261,,1382,567,23.5,29.4,26.4,8.97,https://image.tmdb.org/t/p/w500/5PlfxjylSti9GZaxtGvCEG8PDJa.jpg,1.0,FINISHED,"Comedy, Family",2012.0,,,not_anilist,
Oedo Great Journey ~ The Oise Mairi,4511.0,drama_tv,,大江戸グレートジャーニー～ザ・お伊勢参り～,tv:206191,,856,1440,25.1,31.1,28.1,9.46,https://image.tmdb.org/t/p/w500/aPX7TTAowOJFkXMSp2FQpwIIqxd.jpg,6.0,FINISHED,Drama,2020.0,60.0,,not_anilist,
Tensui no Sakuna-hime,6078.0,anime_tv,Sakuna: Of Rice and Ruin,天穂のサクナヒメ,,175868.0,416,1658,19.4,29.5,24.5,9.01,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx175868-oSzeoiq8nAkj.jpg,13.0,FINISHED,"Action, Fantasy",2024.0,65.0,bx175868-oSzeoiq8nAkj.jpg,downloaded,
BLEACH. Sennen Kessen-hen,2135.0,anime_tv,BLEACH: Thousand-Year Blood War,BLEACH 千年血戦篇,,116674.0,442,1969,32.7,25.3,29.0,7.78,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx116674-p3zK4PUX2Aag.jpg,13.0,FINISHED,"Action, Adventure, Supernatural",2022.0,88.0,bx116674-p3zK4PUX2Aag.jpg,downloaded,
Umi no Chinmoku,9512.0,drama_movie,Silence of the Sea,海の沈黙,movie:1306337,,1391,638,34.7,32.2,33.4,9.78,https://image.tmdb.org/t/p/w500/mwxtaaFHFdWV3X2sTpy7rCNc5Gh.jpg,1.0,FINISHED,"Romance, Mystery, Drama",2024.0,,,not_anilist,
"Bye Bye, Earth Season 2",9390.0,anime_tv,"Bye Bye, Earth Season 2",ばいばい、アース シーズン2,,181078.0,466,1416,30.3,28.9,29.6,8.82,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx181078-4ooHGXSnDQL4.jpg,10.0,FINISHED,"Action, Adventure, Fantasy",2025.0,60.0,bx181078-4ooHGXSnDQL4.jpg,downloaded,
Kidou Senshi Gundam GQuuuuuuX,9427.0,anime_tv,Mobile Suit Gundam GQuuuuuuX,機動戦士Gundam GQuuuuuuX,,185213.0,738,2300,43.6,28.1,35.8,8.58,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185213-RKQN0qxKlqd6.jpg,12.0,FINISHED,"Action, Drama, Mecha, Sci-Fi",2025.0,69.0,bx185213-RKQN0qxKlqd6.jpg,downloaded,
Tensai Ouji no Akaji Kokka Saisei Jutsu,2182.0,anime_tv,The Genius Prince's Guide to Raising a Nation Out of Debt,天才王子の赤字国家再生術,,129190.0,827,3208,49.5,29.4,39.5,8.97,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx129190-UnaPbNhTCTOR.jpg,12.0,FINISHED,"Comedy, Fantasy",2022.0,72.0,bx129190-UnaPbNhTCTOR.jpg,downloaded,
Hotaru No Haka,,,,,,,1040,476,26.7,32.3,29.5,9.81,,,,,,,,not_anilist,
XX. Shinayaka na Bijuu,9270.0,drama_movie,XX: Graceful Beautiful Beast,XX ダブルエックス しなやかな美獣,movie:782095,,764,395,37.4,33.2,35.3,10.08,https://image.tmdb.org/t/p/w500/eIlZbpX6bRQwIkJBrPzYnHcAKpQ.jpg,1.0,FINISHED,,1997.0,80.0,,not_anilist,
Grave of the Fireflies n,,,,,,,1038,474,26.6,32.3,29.5,9.83,,,,,,,,not_anilist,
Kuroshitsuji,1675.0,anime_tv,Black Butler,黒執事,,4898.0,460,3188,32.6,23.8,28.2,7.33,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx4898-mW4gabZvwmLC.jpg,24.0,FINISHED,"Action, Comedy, Fantasy, Mystery, Supernatural",2008.0,72.0,nx4898-mW4gabZvwmLC.jpg,downloaded,
Wakasama Samurai Torimonochou. Okeshou Kumo,10005.0,drama_movie,Case of a Young Lord 10: The Mystery of the Spider Lady,若さま侍捕物帖 お化粧蜘蛛,movie:1067428,,1304,557,23.5,30.9,27.2,9.39,https://image.tmdb.org/t/p/w500/rdWtehekNB2tFPXEfxrIhumoM7t.jpg,1.0,FINISHED,"Crime, Drama",1962.0,,,not_anilist,
Nihon Kyoukakuden. Nobori Ryuu,6843.0,drama_movie,The Domain: Rising Dragon,日本侠客伝　昇り龍,movie:546087,,1803,732,32.4,31.4,31.9,9.54,https://image.tmdb.org/t/p/w500/6xCjPUnMYXmpBvFdpvhFZbjnCC.jpg,1.0,FINISHED,"Crime, Drama",1970.0,,,not_anilist,
Nihon Daikyoukaku,9668.0,drama_movie,Japan's Most Chivalrous,日本大侠客,movie:785069,,1860,748,34.9,30.7,32.8,9.35,https://image.tmdb.org/t/p/w500/x25BWkWnx4D1M5PPTlkhkXZf8zG.jpg,1.0,FINISHED,Crime,1966.0,,,not_anilist,
"Liquid. Oni no Sake, Kiseki no Kura",3152.0,drama_tv,Liquid: Ogre of Sake the Miraculous Warehouse,リキッド ～鬼の酒　奇跡の蔵～,tv:84743,,793,1135,48.1,31.7,39.9,9.63,https://image.tmdb.org/t/p/w500/d9bjK39sz8QCzA5gZqkmsaTAQjV.jpg,3.0,FINISHED,Drama,2015.0,,,not_anilist,
"GATE. Jieitai Kanochi nite, Kaku Tatakaeri 2",4031.0,anime_tv,Gate 2,GATE 自衛隊 彼の地にて、斯く戦えり 2,,21364.0,679,2723,48.7,30.4,39.6,9.25,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21364-6ikYd5J46dt0.jpg,12.0,FINISHED,"Action, Adventure, Fantasy",2016.0,75.0,bx21364-6ikYd5J46dt0.jpg,downloaded,
Meng Qi Shi Shen,7530.0,anime_tv,Cinderella Chef,萌妻食神,,101973.0,217,1124,34.1,30.4,32.2,9.25,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101973-phinH9pL2wV8.png,12.0,FINISHED,"Adventure, Comedy, Drama, Romance",2018.0,71.0,bx101973-phinH9pL2wV8.png,downloaded,
Uchuu Keiji Sharivan,,,,,,,245,2899,41.7,20.2,30.9,6.27,,,,,,,,not_anilist,
Amagi Goe,7294.0,drama_movie,Amagi Pass,天城越え,movie:607305,,1316,610,32.6,32.1,32.4,9.77,https://image.tmdb.org/t/p/w500/aXQ1kv5JcNU1nhZC2owkPYPxP7v.jpg,1.0,FINISHED,"Crime, Drama",1998.0,10.0,,not_anilist,
Sono Yo no Bouken,9734.0,drama_movie,That Night's Adventure,その夜の冒険,movie:842398,,1202,582,38.7,30.3,34.5,9.23,https://image.tmdb.org/t/p/w500/b3M9y44Q0lUMUahbC1qWwCtDTrV.jpg,1.0,FINISHED,"Crime, Comedy",1948.0,,,not_anilist,
Chi to Umi,7603.0,drama_movie,Blood and Sea,血と海,movie:1173182,,1910,669,28.4,31.9,30.2,9.69,https://image.tmdb.org/t/p/w500/8l5Cg5ONj8ITBJC3uRSfVyj1DQV.jpg,1.0,FINISHED,"Drama, Romance",1965.0,,,not_anilist,
Dantalian no Shoka,1568.0,anime_tv,The Mystic Archives of Dantalian,ダンタリアンの書架,,8915.0,542,2327,40.5,28.1,34.3,8.6,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx8915-KMxeHflWLc6o.png,12.0,FINISHED,"Action, Mystery, Supernatural",2011.0,69.0,bx8915-KMxeHflWLc6o.png,downloaded,
Kaii to Otome to Kamigakushi,,,,,,,445,527,28.5,27.4,27.9,8.38,,,,,,,,not_anilist,
Katsuben!,9002.0,drama_movie,Talking the Pictures,カツベン！,movie:554796,,2024,978,28.2,30.9,29.6,9.41,https://image.tmdb.org/t/p/w500/qxYy9OD3efu9fYdMVKhdR6RbQsu.jpg,1.0,FINISHED,"Comedy, History, Drama",2019.0,,,not_anilist,
Heitai Yakuza,6757.0,drama_movie,Hoodlum Soldier,兵隊やくざ,movie:331322,,2066,806,49.5,32.7,41.1,9.92,https://image.tmdb.org/t/p/w500/ghUJFQjjsGN7hNfNaCTb9ZNQpl0.jpg,1.0,FINISHED,"Action, War, Comedy",1965.0,,,not_anilist,
Kazu no Fuukei,10682.0,drama_movie,Kazu no Fuukei,数の風景,movie:1418803,,3402,1375,51.4,31.7,41.5,9.64,https://image.tmdb.org/t/p/w500/AdomTUQZ8RujiKX7P1ehKAPjv5L.jpg,1.0,FINISHED,"TV Movie, Mystery, Drama",1991.0,,,not_anilist,
Grave of the Fireflies,,,,,,,969,438,28.5,33.3,30.9,10.11,,,,,,,,not_anilist,
Onna Tobakushi Midare Tsubo,7696.0,drama_movie,The Woman Gambler's Supplication,女賭博師みだれ壷,movie:490632,,1734,704,28.1,32.9,30.5,9.97,https://image.tmdb.org/t/p/w500/vBiPtkpT50uGjkvCN4x7RzMUZdA.jpg,1.0,FINISHED,"Crime, Drama, History",1968.0,,,not_anilist,
Koi wa Go Shichi Go!,9770.0,drama_movie,Love Is Five Seven Five,恋は五・七・五！,movie:408459,,1521,615,28.8,33.7,31.3,10.22,https://image.tmdb.org/t/p/w500/no3mQ0H8d9spiN6xvz5kHwbKF5q.jpg,1.0,FINISHED,Comedy,2005.0,,,not_anilist,
America ni Makenakatta Otoko. Bakayaro Souri Yoshida Shigeru,5572.0,drama_movie,,アメリカに負けなかった男～バカヤロー総理 吉田茂～,movie:973938,,3047,1400,59.0,29.7,44.3,9.06,https://image.tmdb.org/t/p/w500/hAfpKDS1OKELkEzuf7L2BLZPj8x.jpg,1.0,FINISHED,,2020.0,40.0,,not_anilist,
Zangiku monogatari,7617.0,drama_movie,The Story of the Last Chrysanthemum,残菊物語,movie:46069,,2493,888,26.7,31.5,29.1,9.59,https://image.tmdb.org/t/p/w500/m43EBVmYBiNC2RtcMUAag4IWsZS.jpg,1.0,FINISHED,"Romance, Drama",1939.0,,,not_anilist,
Goblin Slayer. GOBLIN’S CROWN,3003.0,anime_movie,GOBLIN SLAYER -GOBLIN’S CROWN-,ゴブリンスレイヤー -GOBLIN'S CROWN-,,108623.0,1055,647,30.3,31.2,30.7,9.48,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx108623-pREPeutedpc2.jpg,1.0,FINISHED,"Action, Adventure, Fantasy",2020.0,71.0,bx108623-pREPeutedpc2.jpg,downloaded,
Kuiba. Shiwanhuoji,2257.0,anime_movie,,魁拔之十万火急,,16756.0,2095,802,53.6,29.1,41.4,8.88,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx16756-6UNCkVjXaG1y.jpg,1.0,FINISHED,"Action, Adventure, Fantasy",2011.0,53.0,bx16756-6UNCkVjXaG1y.jpg,downloaded,
Date A Live IV,6923.0,anime_tv,Date A Live IV,デート・ア・ライブIV,,116605.0,520,1846,36.8,26.6,31.7,8.16,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx116605-uzDakXnaZ1OW.jpg,12.0,FINISHED,"Action, Comedy, Ecchi, Mecha, Romance, Sci-Fi",2022.0,76.0,bx116605-uzDakXnaZ1OW.jpg,downloaded,
Kingdom 6th Season,10514.0,anime_tv,Kingdom Season 6,キングダム 第6シリーズ,,190840.0,686,1375,35.9,31.3,33.6,9.51,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx190840-CvKAz6aWHB21.png,,RELEASING,Action,2025.0,83.0,bx190840-CvKAz6aWHB21.png,downloaded,
Jujutsu Kaisen,712.0,anime_tv,JUJUTSU KAISEN,呪術廻戦,,113415.0,504,3540,37.0,32.2,34.6,9.79,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx113415-LHBAeoZDIsnF.jpg,24.0,FINISHED,"Action, Drama, Supernatural",2020.0,84.0,bx113415-LHBAeoZDIsnF.jpg,downloaded,
Ichigeki,7430.0,drama_movie,Ichigeki,いちげき,movie:1086893,,1956,939,34.2,31.5,32.9,9.59,https://image.tmdb.org/t/p/w500/jqVJTqfgnvQya93sisFIAeNWJ26.jpg,1.0,FINISHED,"History, Drama",2023.0,60.0,,not_anilist,
Heitai Gokudou,8734.0,drama_movie,Enlisted Yakuza,兵隊極道,movie:430596,,2029,834,36.1,32.1,34.1,9.76,https://image.tmdb.org/t/p/w500/iVE3ulmXiwi6gbHA5XcGOHdlc5w.jpg,1.0,FINISHED,"Action, Drama",1968.0,50.0,,not_anilist,
Abashiri Bangaichi. Daisetsugen no Taiketsu,7061.0,drama_movie,Abashiri Prison: Duel in the Snow Country,網走番外地 大雪原の対決,movie:587805,,1674,743,37.1,30.4,33.7,9.26,https://image.tmdb.org/t/p/w500/nr67PnQazpp1UbtdXPJsGOg3Oty.jpg,1.0,FINISHED,Crime,1966.0,,,not_anilist,
Nihon Ansatsu Hiroku,6873.0,drama_movie,Memoir of Japanese Assassinations,日本暗殺秘録,movie:244210,,2414,1114,47.9,30.9,39.4,9.4,https://image.tmdb.org/t/p/w500/mqqHBMLJ7KPcdQhyAICovTv4pIn.jpg,1.0,FINISHED,"Drama, History",1969.0,70.0,,not_anilist,
Mononoke-hime,1953.0,anime_movie,Princess Mononoke,もののけ姫,,164.0,1750,900,27.9,31.9,29.9,9.69,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx164-ySuGzCWVw2cL.jpg,1.0,FINISHED,"Action, Adventure, Drama, Fantasy",1997.0,85.0,bx164-ySuGzCWVw2cL.jpg,downloaded,
Xian Wang De Richang Shenghuo 3,7509.0,anime_tv,The Daily Life of the Immortal King Season 3,仙王的日常生活 第三季,,141852.0,283,1436,39.1,32.6,35.8,9.89,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx141852-tgLX8S7fqy3G.png,12.0,FINISHED,"Action, Comedy, Fantasy, Slice of Life",2022.0,73.0,bx141852-tgLX8S7fqy3G.png,downloaded,
Bungou Stray Dogs 3rd Season,2973.0,anime_tv,Bungo Stray Dogs 3,文豪ストレイドッグス 第3シーズン,,103223.0,586,2696,48.1,25.7,36.9,7.9,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx103223-bfdnnKWxE4YE.jpg,12.0,FINISHED,"Action, Comedy, Mystery, Supernatural",2019.0,81.0,bx103223-bfdnnKWxE4YE.jpg,downloaded,
Unchained Love,6715.0,drama_tv,Unchained Love,,tv:210291,,850,4722,28.3,29.1,28.7,8.87,https://image.tmdb.org/t/p/w500/5rVOrFXaQJYrjhU78gkK465ZGEs.jpg,36.0,FINISHED,Drama,2022.0,60.0,,not_anilist,
VINLAND SAGA,1546.0,anime_tv,Vinland Saga,ヴィンランド・サガ,,101348.0,382,4268,28.4,25.3,26.8,7.77,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101348-2fhDFPCuMNiz.jpg,24.0,FINISHED,"Action, Adventure, Drama",2019.0,87.0,bx101348-2fhDFPCuMNiz.jpg,downloaded,
Mushishi The Next Chapter,,,,,,,461,302,25.1,31.5,28.3,9.98,,,,,,,,not_anilist,
Promare,1937.0,anime_movie,Promare,プロメア,,99425.0,2117,993,38.1,17.8,27.9,5.57,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx99425-CQ500X23zp4i.png,1.0,FINISHED,"Action, Mecha, Sci-Fi",2019.0,77.0,bx99425-CQ500X23zp4i.png,downloaded,
Kotoba no Party,6075.0,drama_tv,Word Party,ことばのパーティ,tv:67059,,220,794,16.7,3.4,10.1,1.41,,,,,,,,,
Howl’s Moving Castle avi,,,,,,,1836,730,39.8,3.5,21.6,1.42,,,,,,,,,
Llama Llama,6012.0,anime_tv,Llama Llama,ラマ・ラマ,tv:76663,,410,1257,25.4,3.9,14.6,1.54,,,,,,,,,
Super Monsters,6053.0,drama_tv,Super Monsters,スーパーモンスターズ,tv:74495,,328,784,17.4,4.4,10.9,1.68,,,,,,,,,
Yagate Kimi ni Naru,,,,,,,465,1358,28.2,4.6,16.4,1.75,,,,,,,,,
Okja,6037.0,drama_movie,Okja,オクジャ／okja,movie:387426,,1544,754,36.3,4.6,20.5,1.75,,,,,,,,,
True to Niji no Oukoku,6067.0,anime_tv,True and the Rainbow Kingdom,トゥルーと虹の王国,tv:73275,,317,725,15.1,4.8,9.9,1.8,,,,,,,,,
Annihilation -Zenmetsu Ryouiki-,5985.0,drama_movie,Annihilation,アナイアレイション －全滅領域－,movie:300668,,971,539,26.9,5.0,15.9,1.85,,,,,,,,,
Kemurikusa,2017.0,anime_tv,kemurikusa.,ケムリクサ,,101123.0,422,1057,19.2,5.2,12.2,1.92,,,,,,,,,
XOXO,6076.0,drama_movie,XOXO,XOXO,movie:352492,,1354,650,24.5,5.2,14.9,1.92,,,,,,,,,
Saishuuheiki Kanojo,,,,,,,421,1418,23.3,5.4,14.4,1.97,,,,,,,,,
HUGtto! Precure ♡ Futari wa Precure All Stars Memories,160.0,anime_movie,,ＨＵＧっと！プリキュア♡ふたりはプリキュア オールスターズメモリーズ,,101908.0,1001,393,20.4,5.5,12.9,2.0,,,,,,,,,
Steins;Gate. Fuka Ryouiki no Déjà vu,3644.0,anime_movie,Steins;Gate The Movie – Load Region of Déjà Vu,劇場版 シュタインズゲート 負荷領域のデジャヴ,,11577.0,2045,743,30.4,5.5,18.0,2.0,,,,,,,,,
Kamen Rider × Super Sentai × Uchuu Keiji. Super Hero Taisen Z,9594.0,drama_movie,Kamen Rider × Super Sentai × Space Sheriff: Super Hero Wars Z,仮面ライダー×スーパー戦隊×宇宙刑事 スーパーヒーロー大戦Z,movie:235343,,1218,460,20.3,5.7,13.0,2.05,,,,,,,,,
Just Because!,1081.0,anime_tv,Just Because!,Just Because！,,98820.0,392,1174,25.3,5.7,15.5,2.06,,,,,,,,,
Idol x Warrior Miracle Tunes!,,,,,,,216,647,22.3,5.9,14.1,2.13,,,,,,,,,
REA(L)OVE,6042.0,drama_tv,REA(L)OVE,REA(L)OVE,tv:79099,,1589,1974,23.4,6.0,14.7,2.15,,,,,,,,,
Tsuki ga Kirei,578.0,anime_tv,Tsukigakirei,月がきれい,,98202.0,265,953,17.2,6.2,11.7,2.22,,,,,,,,,
Dagashi Kashi 2,2978.0,anime_tv,,だがしかし 2,,99734.0,236,1015,24.4,6.5,15.4,2.3,,,,,,,,,
HERO MASK part II,4100.0,anime_tv,HERO MASK part II,HERO MASK part II,,110686.0,304,1084,31.5,6.5,19.0,2.31,,,,,,,,,
Tokyo Idols,6066.0,drama_movie,Tokyo Idols,Tokyo Idols,movie:433092,,2039,831,37.3,6.5,21.9,2.31,,,,,,,,,
