Anime Title,entry_id,entry_type,english_name,japanese_name,tmdb_id,anilist_id,Avg. Words/Episode,Unique Words,Kanji Difficulty (1-100),Vocab Difficulty (1-100),Overall Difficulty (1-100),Vocab Density (%),poster_url,episodes,status,genres,start_year,average_score,anilist_img_filename,anilist_status,tmdb_img_filename
Kagerou,9671.0,drama_movie,Heat Wave,陽炎,movie:114941,,1317,673,21.7,34.7,28.2,10.52,https://image.tmdb.org/t/p/w500/58wYgSBgnfWnUAI3ah8pWCCnkdH.jpg,1.0,FINISHED,"Drama, Crime",1991.0,,,not_anilist,58wYgSBgnfWnUAI3ah8pWCCnkdH.jpg
Kenpuu Denki Berserk,608.0,anime_tv,Berserk,剣風伝奇ベルセルク,,33.0,355,3097,33.6,32.7,33.1,9.93,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx33-PSwfE5B0gejI.jpg,25.0,FINISHED,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",1997.0,84.0,bx33-PSwfE5B0gejI.jpg,downloaded,
SD Gundam Sangokuden Brave Battle Warriors,124.0,anime_tv,,SDガンダム三国伝 Brave Battle Warriors,,8287.0,201,2236,28.3,35.4,31.9,10.72,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8287.jpg,51.0,FINISHED,"Action, Mecha",2010.0,57.0,8287.jpg,downloaded,
Shin Hissatsu Shigotonin,10198.0,drama_tv,Shin Hissatsu Shigotonin,新必殺仕事人,tv:241571,,958,5948,38.8,38.5,38.7,11.62,https://image.tmdb.org/t/p/w500/aX80ePN1hak8sfHfOULKYegGVAl.jpg,1.0,RELEASING,,1981.0,,,not_anilist,aX80ePN1hak8sfHfOULKYegGVAl.jpg
Dokuritsu Gurentai Nishi e,8939.0,drama_movie,Westward Desperado,独立愚連隊西へ,movie:339330,,2183,910,43.3,39.0,41.2,11.77,https://image.tmdb.org/t/p/w500/2NeWX3BFu4I2gsFhypLVgrkwAuU.jpg,1.0,FINISHED,"War, Drama",1960.0,,,not_anilist,2NeWX3BFu4I2gsFhypLVgrkwAuU.jpg
Arslan Senki. Fuujin Ranbu,5732.0,anime_tv,The Heroic Legend of Arslan: Dust Storm Dance,アルスラーン戦記 風塵乱舞,,21424.0,509,1700,37.6,30.1,33.9,9.17,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21424-B87p1XofzerH.jpg,8.0,FINISHED,"Action, Adventure, Fantasy",2016.0,72.0,bx21424-B87p1XofzerH.jpg,downloaded,
Westward Deerado,,,,,,,2183,910,43.3,39.0,41.2,11.77,,,,,,,,not_anilist,
Ansatsu Shirei,10804.0,drama_movie,Assassination Orders,暗殺指令,movie:242051,,1436,722,33.1,52.6,42.9,15.74,https://image.tmdb.org/t/p/w500/gRcvB66pKgjUpe9sbqkMkcq78W7.jpg,1.0,FINISHED,"Action, History, TV Movie",1984.0,,,not_anilist,gRcvB66pKgjUpe9sbqkMkcq78W7.jpg
Aobake no Table,6393.0,drama_movie,Around The Table,青葉家のテーブル,movie:827930,,1751,659,24.2,4.7,14.4,1.77,https://image.tmdb.org/t/p/w500/gdrdPfTRyfeXatDSzRgknlypEHY.jpg,1.0,FINISHED,Drama,2021.0,,,not_anilist,gdrdPfTRyfeXatDSzRgknlypEHY.jpg
BeRLiN,5891.0,drama_movie,BeRLiN,BeRLiN,movie:305669,,1262,468,23.4,5.1,14.3,1.9,https://image.tmdb.org/t/p/w500/2cKuG75AfWnwxqXAoLHedzTfJCi.jpg,1.0,FINISHED,Drama,1995.0,90.0,,not_anilist,2cKuG75AfWnwxqXAoLHedzTfJCi.jpg
Boku no Suki na Onna no Ko,6306.0,drama_movie,My Favorite Girl,僕の好きな女の子,movie:756048,,1501,527,24.0,5.0,14.5,1.87,https://image.tmdb.org/t/p/w500/dFhqsCnWvvOk2crED3rhH1h02U1.jpg,1.0,FINISHED,"Romance, Comedy, Drama",2020.0,,,not_anilist,dFhqsCnWvvOk2crED3rhH1h02U1.jpg
Mikazuki to Neko,10468.0,drama_movie,Crescent Moon and Cats,三日月とネコ,movie:1293338,,2087,680,23.9,6.7,15.3,2.35,https://image.tmdb.org/t/p/w500/Q2ZeOH4UPo1I8oJJWya3bbrk3q.jpg,1.0,FINISHED,Drama,2024.0,,,not_anilist,Q2ZeOH4UPo1I8oJJWya3bbrk3q.jpg
Kagami no Kojou,656.0,anime_movie,Lonely Castle in the Mirror,かがみの孤城,,145739.0,2020,639,25.3,6.3,15.8,2.23,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx145739-M28GhqugtiJE.jpg,1.0,FINISHED,"Drama, Fantasy, Mystery",2022.0,74.0,bx145739-M28GhqugtiJE.jpg,downloaded,
NCNL,10297.0,drama_movie,NO CALL NO LIFE,NO CALL NO LIFE,movie:800657,,1015,425,25.9,5.7,15.8,2.07,https://image.tmdb.org/t/p/w500/mzfhM9J6CYeXm7Yt7fSMgcAx3Sh.jpg,1.0,FINISHED,"Mystery, Romance",2021.0,80.0,,not_anilist,mzfhM9J6CYeXm7Yt7fSMgcAx3Sh.jpg
Ke no Hi no Kekeke,5074.0,drama_movie,The Ordinary Days of Kekeke Club,ケの日のケケケ,movie:1246969,,932,470,41.1,4.4,22.8,1.7,https://image.tmdb.org/t/p/w500/zaQ8J2I3d6FqXQwJOeuPwhvihnZ.jpg,1.0,FINISHED,"TV Movie, Drama",2024.0,,,not_anilist,zaQ8J2I3d6FqXQwJOeuPwhvihnZ.jpg
Takopii no Genzai,9817.0,anime_tv,Takopi's Original Sin,タコピーの原罪,,185407.0,490,805,20.6,5.5,13.0,2.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185407-7uzY4fA3hokP.jpg,6.0,FINISHED,"Drama, Psychological, Sci-Fi",2025.0,87.0,bx185407-7uzY4fA3hokP.jpg,downloaded,
GraPara!,10155.0,drama_tv,GRAPARA!,グラぱらっ！,tv:294717,,448,557,15.4,4.9,10.2,1.84,https://image.tmdb.org/t/p/w500/sOQ9HxbH9iF7EgsIDxnARVmVI84.jpg,9.0,FINISHED,"Comedy, Drama",2025.0,,,not_anilist,sOQ9HxbH9iF7EgsIDxnARVmVI84.jpg
Jigoku no Hate made Tsurete Iku,8461.0,drama_tv,Hell For You,地獄の果てまで連れていく,tv:278421,,334,1033,26.4,4.1,15.3,1.6,https://image.tmdb.org/t/p/w500/fkSiR4M1PWvGmj9OdHPhX8Vfw5B.jpg,11.0,FINISHED,Drama,2025.0,,,not_anilist,fkSiR4M1PWvGmj9OdHPhX8Vfw5B.jpg
Aho-Girl,1814.0,anime_tv,AHO-GIRL,アホガール,,98251.0,284,1141,22.6,4.6,13.6,1.73,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b98251-6miVBNYEXzaF.jpg,12.0,FINISHED,"Comedy, Romance",2017.0,64.0,b98251-6miVBNYEXzaF.jpg,downloaded,
Terrace House Opening New Doors,6057.0,drama_tv,Terrace House: Opening New Doors,テラスハウス オープニング ニュー ドアーズ,tv:75814,,1158,4349,25.8,5.1,15.4,1.89,https://image.tmdb.org/t/p/w500/7FJboauhE3x5urYVTmL9YG3fxg7.jpg,49.0,FINISHED,Reality,2017.0,,,not_anilist,7FJboauhE3x5urYVTmL9YG3fxg7.jpg
Umi wo Kanjiru Toki,8864.0,drama_movie,Undulant Fever,海を感じる時,movie:321509,,778,347,20.1,7.4,13.8,2.57,https://image.tmdb.org/t/p/w500/gtXIODJ0URQp4cHPTNGntGO6WZf.jpg,1.0,FINISHED,Drama,2014.0,,,not_anilist,gtXIODJ0URQp4cHPTNGntGO6WZf.jpg
Ribbon,8259.0,drama_movie,Ribbon,リボン,movie:823970,,1352,520,25.0,6.7,15.9,2.37,https://image.tmdb.org/t/p/w500/sVFfxLbltuVZ4LeGZ5iSVdNxIJi.jpg,1.0,FINISHED,"Comedy, Family",2022.0,,,not_anilist,sVFfxLbltuVZ4LeGZ5iSVdNxIJi.jpg
Mahou Shounen Wild Virgin,6863.0,drama_movie,Wild Virgins,魔法少年☆ワイルドバージン,movie:764791,,1159,481,24.3,7.5,15.9,2.59,https://image.tmdb.org/t/p/w500/fXbkbmFNemhNIgp8djrMnvVmv8y.jpg,1.0,FINISHED,"Comedy, Fantasy",2019.0,,,not_anilist,fXbkbmFNemhNIgp8djrMnvVmv8y.jpg
Yodaka no Kataomoi,10735.0,drama_movie,The Nighthawk's First Love,よだかの片想い,movie:879008,,1367,569,27.0,6.7,16.8,2.34,https://image.tmdb.org/t/p/w500/wsjH0gLNNs2c6ioe7Gm9trKH8ZG.jpg,1.0,FINISHED,"Drama, Romance",2022.0,70.0,,not_anilist,wsjH0gLNNs2c6ioe7Gm9trKH8ZG.jpg
Shounen,8141.0,drama_movie,Call Boy,娼年,movie:499191,,1306,574,26.0,8.3,17.2,2.83,https://image.tmdb.org/t/p/w500/3fVRb3uoRDjbA9X95C88FOJ0rlZ.jpg,1.0,FINISHED,Drama,2018.0,,,not_anilist,3fVRb3uoRDjbA9X95C88FOJ0rlZ.jpg
Kazoku no Hanashi,9137.0,drama_movie,A Family Story,家族のはなし,movie:645893,,938,434,29.3,8.9,19.1,2.99,https://image.tmdb.org/t/p/w500/bPEbipQ8Fo86LX2AOyIYT9JLNwD.jpg,1.0,FINISHED,"Drama, Family",2018.0,80.0,,not_anilist,bPEbipQ8Fo86LX2AOyIYT9JLNwD.jpg
Taiyou to Bolero,7254.0,drama_movie,Sun and Bolero,太陽とボレロ,movie:1037696,,1759,676,31.3,8.2,19.8,2.79,https://image.tmdb.org/t/p/w500/6DylFmrTJD6bCjkiTLdvAh961PA.jpg,1.0,FINISHED,"Drama, Music",2022.0,60.0,,not_anilist,6DylFmrTJD6bCjkiTLdvAh961PA.jpg
Kimi no Suizo wo Tabetai,2395.0,drama_movie,Let Me Eat Your Pancreas,君の膵臓をたべたい,movie:449132,,1734,676,31.9,9.4,20.7,3.14,https://image.tmdb.org/t/p/w500/yC3XsfjdjKPX8M6iXda77Ll6rUi.jpg,1.0,FINISHED,"Drama, Romance",2017.0,70.0,,not_anilist,yC3XsfjdjKPX8M6iXda77Ll6rUi.jpg
Hero wo Tsukutta Otoko Ishinomori Shotaro Monogatari,5454.0,drama_movie,"The Story of Shotaro Ishinomori, the Man Who Created a Hero",ヒーローを作った男 石ノ森章太郎物語,movie:548183,,1988,781,33.0,8.6,20.8,2.92,https://image.tmdb.org/t/p/w500/iMw7ZusBPPh9u83RUqGaVxHlqzF.jpg,1.0,FINISHED,"TV Movie, Drama",2018.0,,,not_anilist,iMw7ZusBPPh9u83RUqGaVxHlqzF.jpg
Hana no Kusari,5033.0,drama_movie,Chain of Flowers,花の鎖,movie:357146,,1651,668,33.8,9.7,21.8,3.24,https://image.tmdb.org/t/p/w500/dUUc7asYBNI5q9sgSOIQ6vaOUZG.jpg,1.0,FINISHED,,2013.0,,,not_anilist,dUUc7asYBNI5q9sgSOIQ6vaOUZG.jpg
Jirou wa Sushi no Yume wo Miru,6187.0,drama_movie,Jiro Dreams of Sushi,二郎は鮨の夢を見る,movie:80767,,2085,618,34.1,8.0,21.1,2.73,https://image.tmdb.org/t/p/w500/iVrkM4jSJw1IsOpW5jTtY5QxVqj.jpg,1.0,FINISHED,Documentary,2011.0,,,not_anilist,iVrkM4jSJw1IsOpW5jTtY5QxVqj.jpg
A de wa nai Kimi to,5461.0,drama_movie,As a Father of Murderer Son,Aではない君と,movie:649431,,2587,913,43.9,9.2,26.6,3.09,https://image.tmdb.org/t/p/w500/enAiCzdgUH8mTQRit20Utjif00M.jpg,1.0,FINISHED,Drama,2018.0,,,not_anilist,enAiCzdgUH8mTQRit20Utjif00M.jpg
Sayonara no Mukougawa,6437.0,drama_tv,Goodbye My Dear,さよならの向う側,tv:208459,,463,622,21.8,9.0,15.4,3.03,https://image.tmdb.org/t/p/w500/ehOlCyKNlWrutbajKYxa5jvLJyQ.jpg,6.0,FINISHED,Drama,2022.0,70.0,,not_anilist,ehOlCyKNlWrutbajKYxa5jvLJyQ.jpg
Flair Bartender’z,10326.0,drama_tv,Flair Bartender'z,FLAIR BARTENDER'Z,tv:205630,,289,599,28.3,6.7,17.5,2.37,https://image.tmdb.org/t/p/w500/heaiKd5S5wwnAEXpDkswblI7uDo.jpg,6.0,FINISHED,Drama,2022.0,,,not_anilist,heaiKd5S5wwnAEXpDkswblI7uDo.jpg
Copyface. Kesareta Watashi,3309.0,drama_tv,Copyface,コピーフェイス～消された私～,tv:110258,,835,1115,42.9,7.3,25.1,2.54,https://image.tmdb.org/t/p/w500/qaNysXuaW83o0LPnJmr54qRF7nG.jpg,6.0,FINISHED,,2016.0,,,not_anilist,qaNysXuaW83o0LPnJmr54qRF7nG.jpg
Karera wo Mireba Wakaru Koto,4472.0,drama_tv,Things You Can Know by Looking at Them,彼らを見ればわかること,tv:99892,,1034,1968,32.8,8.2,20.5,2.78,https://image.tmdb.org/t/p/w500/w8QxT3IRkZbZCdwYv0TNvJP5aId.jpg,8.0,FINISHED,Drama,2020.0,,,not_anilist,w8QxT3IRkZbZCdwYv0TNvJP5aId.jpg
Ghost mama Sousasen - Boku to Mama no Fushigi na 100 Nichi,2504.0,drama_tv,Ghost Mama Investigation,ゴーストママ捜査線～僕とママの不思議な100日～,tv:46139,,1049,1571,25.8,8.0,16.9,2.73,https://image.tmdb.org/t/p/w500/ql15g7Ogabp4AUfeQI2BREqzMrD.jpg,9.0,FINISHED,"Family, Comedy",2012.0,,,not_anilist,ql15g7Ogabp4AUfeQI2BREqzMrD.jpg
Black Familia. Shindouke no Fukushuu,6900.0,drama_tv,Black Familia: The Shindo's Revenge,ブラックファミリア～新堂家の復讐～,tv:234487,,691,1736,26.6,8.2,17.4,2.8,https://image.tmdb.org/t/p/w500/gmUSnCDutW3FCPKBO0IRX8nclhc.jpg,10.0,FINISHED,"Drama, Mystery",2023.0,60.0,,not_anilist,gmUSnCDutW3FCPKBO0IRX8nclhc.jpg
Peeping Life. The Perfect Explosion,6688.0,anime_tv,,Peeping Life -The Perfect Explosion-,,17359.0,207,572,30.1,8.2,19.1,3.05,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/17359.jpg,10.0,FINISHED,"Comedy, Slice of Life",2012.0,39.0,17359.jpg,downloaded,
Watashi no Otto to Kekkon Shite,9843.0,drama_tv,Marry My Husband: Japan,私の夫と結婚して,tv:290160,,1052,2353,28.4,8.8,18.6,2.95,https://image.tmdb.org/t/p/w500/mxBKb1DEqzhUUHh9EI1H7ZVErRD.jpg,10.0,FINISHED,"Drama, Comedy, Sci-Fi & Fantasy",2025.0,,,not_anilist,mxBKb1DEqzhUUHh9EI1H7ZVErRD.jpg
Hourou Musuko,457.0,anime_tv,Wandering Son,放浪息子,,8426.0,392,1110,24.4,9.3,16.9,3.12,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx8426-ISvFPcPQ7aXU.png,11.0,FINISHED,"Drama, Romance, Slice of Life",2011.0,75.0,bx8426-ISvFPcPQ7aXU.png,downloaded,
Hana Nochi Hare. HanaDan Next Season,4190.0,drama_tv,Boys Over Flowers Season 2,花のち晴れ～花男 Next Season～,tv:79058,,1023,2276,29.0,7.6,18.3,2.63,https://image.tmdb.org/t/p/w500/hGznocCo5wssoQgH2cADxJ5hn1s.jpg,11.0,FINISHED,"Drama, Comedy",2018.0,,,not_anilist,hGznocCo5wssoQgH2cADxJ5hn1s.jpg
Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita,757.0,anime_tv,The Weakest Tamer Began a Journey to Pick Up Trash,最弱テイマーはゴミ拾いの旅を始めました。,,156891.0,480,1573,21.1,9.4,15.2,3.13,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx156891-bw91QNdptQEG.jpg,12.0,FINISHED,"Adventure, Fantasy",2024.0,74.0,bx156891-bw91QNdptQEG.jpg,downloaded,
Ookami Shoujo to Kuro Ouji,1800.0,anime_tv,Wolf Girl and Black Prince,オオカミ少女と黒王子,,20701.0,549,1889,22.0,8.9,15.4,2.98,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20701-8tyJFN3soUm0.jpg,12.0,FINISHED,"Comedy, Romance, Slice of Life",2014.0,65.0,bx20701-8tyJFN3soUm0.jpg,downloaded,
Mayonaka Punch,6154.0,anime_tv,MAYONAKA PUNCH,真夜中ぱんチ,,174044.0,531,1749,24.7,7.7,16.2,2.64,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx174044-HBvsyKjDVPyO.jpg,12.0,FINISHED,"Comedy, Supernatural",2024.0,73.0,bx174044-HBvsyKjDVPyO.jpg,downloaded,
Lunch no Joou,8543.0,drama_tv,Lunch Queen,ランチの女王,tv:4755,,722,1676,24.4,8.6,16.5,2.91,https://image.tmdb.org/t/p/w500/1SUJp5fb28MXjvrNLecobh1GFz5.jpg,12.0,FINISHED,"Drama, Comedy",2002.0,,,not_anilist,1SUJp5fb28MXjvrNLecobh1GFz5.jpg
"Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru？",9371.0,anime_tv,The Beginning After the End,最強の王様、二度目の人生は 何をする?,,183161.0,418,1739,27.9,8.0,17.9,2.73,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx183161-5M054tuPmZJX.jpg,12.0,FINISHED,"Action, Adventure, Fantasy",2025.0,59.0,bx183161-5M054tuPmZJX.jpg,downloaded,
Uzaki-chan wa Asobitai! ω,4046.0,anime_tv,Uzaki-chan Wants to Hang Out! Season 2,宇崎ちゃんは遊びたい！ω（だぶる）,,124395.0,625,2047,30.2,8.7,19.5,2.93,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx124395-9GeigGh1Ae2f.png,13.0,FINISHED,"Comedy, Ecchi, Romance, Slice of Life",2022.0,71.0,bx124395-9GeigGh1Ae2f.png,downloaded,
Gokukoku no Brynhildr,834.0,anime_tv,Brynhildr in the Darkness,極黒のブリュンヒルデ,,20534.0,566,1789,30.5,6.8,18.6,2.38,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20534-86ssOm8XsDd1.jpg,13.0,FINISHED,"Drama, Fantasy, Mystery, Sci-Fi",2014.0,63.0,bx20534-86ssOm8XsDd1.jpg,downloaded,
Oshi ga Joushi ni Narimashite,10190.0,drama_tv,My Oshi Is Now My Boss,推しが上司になりまして,tv:233376,,461,1481,28.6,6.5,17.6,2.31,https://image.tmdb.org/t/p/w500/gSJmeUibMIUFcnN9JBPmzfs4F8.jpg,16.0,RELEASING,"Drama, Comedy",2023.0,,,not_anilist,gSJmeUibMIUFcnN9JBPmzfs4F8.jpg
The Bachelorette Japan,9712.0,drama_tv,The Bachelorette Japan,バチェロレッテ・ジャパン,tv:158080,,2537,3334,31.3,3.8,17.5,1.5,https://image.tmdb.org/t/p/w500/yIIzB72Jy89Yv6HXiY0tiLVmmJK.jpg,29.0,RELEASING,Reality,2020.0,,,not_anilist,yIIzB72Jy89Yv6HXiY0tiLVmmJK.jpg
Kamisama Minarai. Himitsu no Cocotama,1281.0,anime_tv,,かみさまみならい ヒミツのここたま,,21237.0,601,1397,8.5,7.8,8.1,2.66,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b21237-KM5XjpCA9w8W.jpg,139.0,FINISHED,"Fantasy, Slice of Life",2015.0,58.0,b21237-KM5XjpCA9w8W.jpg,downloaded,
Jun to Ai,5020.0,drama_tv,,純と愛,tv:45787,,856,404,45.1,8.6,26.9,2.92,https://image.tmdb.org/t/p/w500/kvIOHcTuEhWiLdAMd7bhLV4XM5D.jpg,151.0,FINISHED,"Drama, Comedy",2012.0,,,not_anilist,kvIOHcTuEhWiLdAMd7bhLV4XM5D.jpg
Acappella,,,,,,,778,347,20.1,7.4,13.8,2.57,,,,,,,,not_anilist,
Saikou no Oyako,5262.0,drama_tv,,最高のオヤコ,,,2075,736,25.3,9.2,17.3,3.08,,,,,,,,not_anilist,
Otoko no Misao,3955.0,drama_tv,A Man's Chasity,男の操,,,727,1287,30.2,8.3,19.3,2.83,,,,,,,,not_anilist,
Borderline,2768.0,drama_tv,,ボーダー・ライン,,,1024,1375,35.9,9.5,22.7,3.18,,,,,,,,not_anilist,
Wonder Wall,,,,,,,1305,601,38.4,7.3,22.8,2.53,,,,,,,,not_anilist,
Ride Ride Ride,5144.0,drama_tv,Ride Ride Ride,ライドライドライド,,,1060,490,41.3,6.7,24.0,2.36,,,,,,,,not_anilist,
Hoso Hakubutsukan Kikippatsu,4987.0,drama_tv,,放送博物館危機一髪,,,884,392,41.8,6.4,24.1,2.26,,,,,,,,not_anilist,
Hard Romanticker,9105.0,drama_movie,Hard Romanticker,ハードロマンチッカー,movie:131331,,851,328,14.3,10.3,12.3,3.41,https://image.tmdb.org/t/p/w500/3EbqU1tuDHSpbXBr41GTau5AFGY.jpg,1.0,FINISHED,Drama,2011.0,60.0,,not_anilist,3EbqU1tuDHSpbXBr41GTau5AFGY.jpg
Karigurashi no Arrietty,560.0,anime_tv,The Secret World of Arrietty,借りぐらしのアリエッティ,,7711.0,790,440,19.3,6.9,13.1,2.4,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx7711-IDDzqp6d3tQz.jpg,1.0,FINISHED,"Adventure, Drama, Fantasy",2010.0,77.0,bx7711-IDDzqp6d3tQz.jpg,downloaded,
Hysteric,6210.0,drama_movie,Hysteric,ヒステリック,movie:101344,,801,368,20.0,9.8,14.9,3.25,https://image.tmdb.org/t/p/w500/lbtLPQG3tgYzNpVjPZpRGa8l1y2.jpg,1.0,FINISHED,"Action, Drama, Thriller",2000.0,,,not_anilist,lbtLPQG3tgYzNpVjPZpRGa8l1y2.jpg
ONE PIECE (Movie),3422.0,anime_movie,ONE PIECE: The Movie,ONE PIECE (Movie),,459.0,1103,458,23.6,12.6,18.1,4.08,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx459-Ivw65mUXackh.png,1.0,FINISHED,"Action, Adventure, Comedy, Fantasy",2000.0,68.0,bx459-Ivw65mUXackh.png,downloaded,
Kono Mune no Tokimeki wo,6943.0,drama_movie,This Heartbeat,この胸のときめきを,movie:803815,,1848,671,29.5,11.8,20.7,3.84,https://image.tmdb.org/t/p/w500/co9hdJL2XXQHR5MwrrvJ5fwVh1i.jpg,1.0,FINISHED,,1988.0,,,not_anilist,co9hdJL2XXQHR5MwrrvJ5fwVh1i.jpg
Teke Teke 2,7843.0,drama_movie,Teke Teke 2,テケテケ２,movie:101987,,954,403,30.5,9.4,20.0,3.14,https://image.tmdb.org/t/p/w500/uUrILrPqlmIJgA4iGOuA0sIbtOv.jpg,1.0,FINISHED,Horror,2009.0,,,not_anilist,uUrILrPqlmIJgA4iGOuA0sIbtOv.jpg
Initial D THIRD STAGE,1679.0,anime_movie,Initial D 3rd Stage,頭文字〈イニシャル〉D THIRD STAGE,,187.0,2227,847,32.6,9.9,21.2,3.28,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx187-QyCAlBGY3EWw.jpg,1.0,FINISHED,"Action, Drama, Romance, Sports",2001.0,78.0,nx187-QyCAlBGY3EWw.jpg,downloaded,
Meitantei Conan. Hitomi no Naka no Ansatsusha,9421.0,anime_movie,Case Closed: Captured In Her Eyes,名探偵コナン　瞳の中の暗殺者,,1363.0,2236,850,34.0,12.0,23.0,3.89,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1363-KeaIofC3kYaZ.png,1.0,FINISHED,"Adventure, Drama, Mystery",2000.0,78.0,bx1363-KeaIofC3kYaZ.png,downloaded,
Shinnyushatachi no Bansan,5071.0,drama_movie,Trespassers,侵入者たちの晩餐,movie:1212803,,2623,961,34.8,11.8,23.3,3.85,https://image.tmdb.org/t/p/w500/nGV3xsW1gkOBNw4RakoaXnPzibg.jpg,1.0,FINISHED,"Drama, Mystery, Comedy, TV Movie",2024.0,,,not_anilist,nGV3xsW1gkOBNw4RakoaXnPzibg.jpg
Ending Note,7849.0,drama_movie,Ending Note: Death of a Japanese Salaryman,エンディングノート,movie:294194,,1774,784,40.6,10.6,25.6,3.49,https://image.tmdb.org/t/p/w500/dhkYrfF2B6ocMKVdcScnc9DtILw.jpg,1.0,FINISHED,Documentary,2011.0,80.0,,not_anilist,dhkYrfF2B6ocMKVdcScnc9DtILw.jpg
Unfair. the answer,4943.0,drama_movie,Unfair: the answer,アンフェア the answer,movie:104797,,1437,670,48.2,11.0,29.6,3.62,https://image.tmdb.org/t/p/w500/plSjoUVGLGlCucFalp9DJxL9B6b.jpg,1.0,FINISHED,"Action, Thriller, Mystery",2011.0,,,not_anilist,plSjoUVGLGlCucFalp9DJxL9B6b.jpg
Bank Over!. Shijou Saijaku no Goutou,5659.0,drama_tv,Bank Over!: The Weakest Robber In History,バンクオーバー！～史上最弱の強盗～,tv:134148,,1010,787,35.7,8.6,22.2,2.92,https://image.tmdb.org/t/p/w500/pxkaCvrfpKlD2NO0AFmdOTb9UsU.jpg,2.0,FINISHED,"Drama, Crime",2021.0,70.0,,not_anilist,pxkaCvrfpKlD2NO0AFmdOTb9UsU.jpg
Montage. Sanokuen Jiken Kitan,5287.0,drama_tv,Montage: 300 Million Yen Robbery Case,モンタージュ 三億円事件奇譚,tv:117009,,1782,1129,35.5,8.8,22.2,2.96,https://image.tmdb.org/t/p/w500/iggK7bVSO16fbYb7nANFVll8zAV.jpg,2.0,FINISHED,Mystery,2016.0,,,not_anilist,iggK7bVSO16fbYb7nANFVll8zAV.jpg
LIFE! Jinsei ni Sasageru Konto,7276.0,drama_tv,,ＬＩＦＥ！〜人生に捧げるコント〜,tv:124994,,1128,1898,27.6,9.1,18.4,3.06,https://image.tmdb.org/t/p/w500/rwChj6OeH9RA3gtwlBLcA7hvrKg.jpg,7.0,RELEASING,,2013.0,,,not_anilist,rwChj6OeH9RA3gtwlBLcA7hvrKg.jpg
Ojii-chan wa 25-sai,2335.0,drama_tv,25-year-old Grandpa,おじいちゃんは25歳,tv:86975,,438,1103,32.5,10.6,21.5,3.48,https://image.tmdb.org/t/p/w500/k6OAg9aUSSpOqIhCOFiccStsR3M.jpg,8.0,FINISHED,"Comedy, Sci-Fi & Fantasy, Family",2010.0,60.0,,not_anilist,k6OAg9aUSSpOqIhCOFiccStsR3M.jpg
Omukae Desu,3248.0,drama_tv,Goodbye Ghosts!,お迎えです。,tv:69853,,1068,2037,27.6,10.6,19.1,3.5,https://image.tmdb.org/t/p/w500/k1t36N4xbcXMw0WwWc0zQy0RO0i.jpg,9.0,FINISHED,Comedy,2016.0,30.0,,not_anilist,k1t36N4xbcXMw0WwWc0zQy0RO0i.jpg
Shiawase wa Tabete Nete Mate,9383.0,drama_tv,"Happiness Comes from Eating, Sleeping and Waiting",しあわせは食べて寝て待て,tv:286627,,845,1820,32.0,11.2,21.6,3.67,https://image.tmdb.org/t/p/w500/kTsN8w8nb6njvlS6qtFYpALAonx.jpg,9.0,FINISHED,Drama,2025.0,70.0,,not_anilist,kTsN8w8nb6njvlS6qtFYpALAonx.jpg
Rokuhoudou Yotsuiro Biyori,6328.0,drama_tv,Rokuhoudou Colorful Days,鹿楓堂よついろ日和,tv:155248,,408,1201,18.4,10.7,14.6,3.53,https://image.tmdb.org/t/p/w500/pJrFUvwfbm2Rvc6Im1Ph8dE3r8l.jpg,10.0,FINISHED,Drama,2022.0,,,not_anilist,pJrFUvwfbm2Rvc6Im1Ph8dE3r8l.jpg
Henshin Interviewer no Yuuutsu,2639.0,drama_tv,The Melancholy of the Transformer Interviewer,変身インタビュアーの憂鬱,tv:84415,,578,1401,32.9,10.2,21.5,3.37,https://image.tmdb.org/t/p/w500/hYuObO537CINs5w2l68uVHOx38v.jpg,10.0,FINISHED,"Mystery, Crime",2013.0,,,not_anilist,hYuObO537CINs5w2l68uVHOx38v.jpg
